Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Abnahmeort,Abgabeort
025,Gewicht prüfen,2024-03-05 00:09:25,Paul Zimmer,"1,32",Samsung Electronics,Produkt T,"85,0",Lager F,Lager H
025,Anzahl der Artikel überprüfen,2024-03-05 00:40:25,David Meyer,"3,33",Samsung Electronics,Produkt T,"85,0",Lager B,Lager G
025,Verpackung prüfen,2024-03-05 01:15:25,Jonas Richter,"6,94",Samsung Electronics,Produkt T,"85,0",Lager I,Lager E
025,Bezahlaufforderung an Kunde schicken,2024-03-05 01:38:25,Jan Becker,"11,23",Samsung Electronics,Produkt T,"85,0",Lager J,Lager I
025,Bezahlaufforderung an Kunde schicken,2024-03-05 01:39:25,Jonas Richter,"10,69",Samsung Electronics,Produkt T,"85,0",Lager A,Lager B
025,Informationen an Transporteur übermitteln,2024-03-05 02:02:25,Paul Zimmer,"11,54",Samsung Electronics,Produkt T,"85,0",Lager C,Lager D
025,Paket an Transporteur übergeben,2024-03-05 02:19:25,Lisa Mueller,"10,21",Samsung Electronics,Produkt T,"85,0",Lager A,Lager A
025,Bestellstatus im System ändern,2024-03-05 02:56:25,Emma Weber,"1,72",Samsung Electronics,Produkt T,"85,0",Lager I,Lager B
026,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Laura Fischer,"2,02",General Electric,Produkt G,"95,0",Lager B,Lager B
026,Kunden-Daten in System übertragen,2024-03-04 20:27:25,Lisa Schulz,"2,86",General Electric,Produkt G,"95,0",Lager A,Lager B
026,Zahlvorgang abschließen,2024-03-04 21:22:25,Jan Becker,"3,81",General Electric,Produkt G,"95,0",Lager J,Lager G
026,Bestellung im System eintragen,2024-03-04 22:15:25,Lena Mueller,"5,3",General Electric,Produkt G,"95,0",Lager G,Lager G
026,Lagerbestand überprüfen,2024-03-04 23:01:25,Lisa Mueller,"1,41",General Electric,Produkt G,"95,0",Lager D,Lager F
026,Auftragsabwicklung im System starten,2024-03-04 23:28:25,Paul Zimmer,"5,77",General Electric,Produkt G,"95,0",Lager C,Lager G
026,Artikel zusammenstellen,2024-03-05 00:24:25,Jan Becker,"5,84",General Electric,Produkt G,"95,0",Lager E,Lager G
026,Ware verpacken,2024-03-05 00:59:25,Paul Zimmer,"5,38",General Electric,Produkt G,"95,0",Lager J,Lager B
026,Gewicht prüfen,2024-03-05 01:14:25,Jan Becker,"2,14",General Electric,Produkt G,"95,0",Lager G,Lager E
026,Anzahl der Artikel überprüfen,2024-03-05 02:03:25,Noah Becker,"2,56",General Electric,Produkt G,"95,0",Lager G,Lager I
026,Verpackung prüfen,2024-03-05 02:57:25,Jan Becker,"6,06",General Electric,Produkt G,"95,0",Lager D,Lager F
026,Paket zur Warenausgabe bringen,2024-03-05 03:38:25,Luca Huber,"4,51",General Electric,Produkt G,"95,0",Lager C,Lager B
026,Paket an Kunde übergeben,2024-03-05 03:58:25,Jonas Richter,"9,46",General Electric,Produkt G,"95,0",Lager A,Lager I
026,Bestellstatus im System ändern,2024-03-05 04:45:25,Emilia Wagner,"2,14",General Electric,Produkt G,"95,0",Lager C,Lager G
027,Vollständigkeit der Daten prüfen,2024-03-04 19:37:25,Hannah Meyer,"6,68",Nestlé,Produkt O,"120,0",Lager A,Lager I
027,Fehlende Daten ermitteln,2024-03-04 20:18:25,Max Mustermann,"10,42",Nestlé,Produkt O,"120,0",Lager I,Lager G
027,Kunden bzgl. fehlender Daten anschreiben,2024-03-04 20:22:25,Lisa Schulz,"9,61",Nestlé,Produkt O,"120,0",Lager F,Lager I
027,Bestellung im System eintragen,2024-03-04 21:12:25,Mia Schmitt,"7,2",Nestlé,Produkt O,"120,0",Lager H,Lager D
027,Lagerbestand überprüfen,2024-03-04 21:57:25,David Meyer,"2,14",Nestlé,Produkt O,"120,0",Lager D,Lager G
027,Artikel bestellen,2024-03-04 22:37:25,Lena Mueller,"8,71",Nestlé,Produkt O,"120,0",Lager J,Lager F
027,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-04 22:54:25,Sarah Schmidt,"10,06",Nestlé,Produkt O,"120,0",Lager D,Lager D
027,Auftragsabwicklung im System starten,2024-03-04 23:35:25,Jan Becker,"5,59",Nestlé,Produkt O,"120,0",Lager G,Lager F
027,Artikel zusammenstellen,2024-03-05 00:14:25,Max Mustermann,"5,01",Nestlé,Produkt O,"120,0",Lager E,Lager I
027,Versicherungs-Bescheinigung dazulegen,2024-03-05 00:39:25,Sophia Lang,"9,34",Nestlé,Produkt O,"120,0",Lager E,Lager E
027,Ware verpacken,2024-03-05 01:20:25,Emilia Wagner,"5,13",Nestlé,Produkt O,"120,0",Lager A,Lager J
027,Gewicht prüfen,2024-03-05 02:09:25,Jan Becker,"2,86",Nestlé,Produkt O,"120,0",Lager A,Lager G
027,Anzahl der Artikel überprüfen,2024-03-05 02:13:25,Hannah Meyer,"2,86",Nestlé,Produkt O,"120,0",Lager E,Lager F
027,Verpackung prüfen,2024-03-05 02:20:25,Lena Mueller,"5,7",Nestlé,Produkt O,"120,0",Lager A,Lager I
027,Informationen an Transporteur übermitteln,2024-03-05 02:23:25,Nico Schmidt,"8,09",Nestlé,Produkt O,"120,0",Lager J,Lager D
027,Paket an Transporteur übergeben,2024-03-05 02:37:25,Max Mustermann,"6,67",Nestlé,Produkt O,"120,0",Lager G,Lager J
027,Bestellstatus im System ändern,2024-03-05 03:22:25,Luca Huber,"2,64",Nestlé,Produkt O,"120,0",Lager J,Lager E
028,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Emilia Wagner,"2,75",Intel,Produkt L,"140,0",Lager J,Lager C
028,Kunden-Daten in System übertragen,2024-03-04 20:10:25,Lena Mueller,"4,48",Intel,Produkt L,"140,0",Lager J,Lager B
028,Zahlvorgang abschließen,2024-03-04 21:06:25,Laura Fischer,"6,51",Intel,Produkt L,"140,0",Lager I,Lager J
028,Bestellung im System eintragen,2024-03-04 21:34:25,Lisa Schulz,"5,43",Intel,Produkt L,"140,0",Lager F,Lager A
028,Lagerbestand überprüfen,2024-03-04 21:46:25,Emma Weber,"1,75",Intel,Produkt L,"140,0",Lager C,Lager E
028,Artikel bestellen,2024-03-04 21:54:25,Lisa Schulz,"7,11",Intel,Produkt L,"140,0",Lager A,Lager C
028,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-04 22:07:25,Paul Zimmer,"7,71",Intel,Produkt L,"140,0",Lager D,Lager A
028,Auftragsabwicklung im System starten,2024-03-04 22:30:25,Noah Becker,"9,82",Intel,Produkt L,"140,0",Lager A,Lager B
028,Artikel zusammenstellen,2024-03-04 23:24:25,Sophia Lang,"5,94",Intel,Produkt L,"140,0",Lager D,Lager D
028,Ware verpacken,2024-03-05 00:11:25,Emilia Wagner,"6,65",Intel,Produkt L,"140,0",Lager A,Lager G
028,Gewicht prüfen,2024-03-05 00:53:25,Lena Mueller,"1,69",Intel,Produkt L,"140,0",Lager B,Lager A
028,Anzahl der Artikel überprüfen,2024-03-05 00:59:25,Hannah Meyer,"3,05",Intel,Produkt L,"140,0",Lager B,Lager G
028,Verpackung prüfen,2024-03-05 01:21:25,Noah Becker,"3,01",Intel,Produkt L,"140,0",Lager A,Lager G
028,Paket zur Warenausgabe bringen,2024-03-05 01:23:25,Jan Becker,"7,28",Intel,Produkt L,"140,0",Lager G,Lager G
028,Paket an Kunde übergeben,2024-03-05 02:14:25,Jonas Richter,"7,27",Intel,Produkt L,"140,0",Lager D,Lager C
028,Bestellstatus im System ändern,2024-03-05 02:54:25,Sophia Lang,"2,52",Intel,Produkt L,"140,0",Lager B,Lager A
029,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Sarah Schmidt,"2,11",Sony,Produkt B,"120,0",Lager B,Lager I
029,Kunden-Daten in System übertragen,2024-03-04 20:15:25,Lisa Mueller,"4,43",Sony,Produkt B,"120,0",Lager F,Lager I
029,Zahlvorgang abschließen,2024-03-04 20:39:25,Leonie Richter,"6,88",Sony,Produkt B,"120,0",Lager D,Lager D
029,Bestellung im System eintragen,2024-03-04 20:58:25,Timo Wagner,"8,36",Sony,Produkt B,"120,0",Lager B,Lager J
029,Lagerbestand überprüfen,2024-03-04 21:09:25,Timo Wagner,"1,62",Sony,Produkt B,"120,0",Lager J,Lager G
029,Auftragsabwicklung im System starten,2024-03-04 21:36:25,Paul Zimmer,"7,17",Sony,Produkt B,"120,0",Lager H,Lager F
029,Artikel zusammenstellen,2024-03-04 21:38:25,Luca Huber,"3,31",Sony,Produkt B,"120,0",Lager I,Lager E
029,Ware verpacken,2024-03-04 21:42:25,Timo Wagner,"4,28",Sony,Produkt B,"120,0",Lager I,Lager J
029,Gewicht prüfen,2024-03-04 22:23:25,Emilia Wagner,"3,0",Sony,Produkt B,"120,0",Lager H,Lager A
029,Anzahl der Artikel überprüfen,2024-03-04 23:07:25,David Meyer,"3,64",Sony,Produkt B,"120,0",Lager C,Lager A
029,Verpackung prüfen,2024-03-04 23:11:25,Lisa Schulz,"3,1",Sony,Produkt B,"120,0",Lager J,Lager G
029,Fehler im System eintrgen,2024-03-04 23:23:25,Luca Huber,"7,38",Sony,Produkt B,"120,0",Lager J,Lager A
029,Bestandsverwaltung informieren,2024-03-05 00:02:25,Sophia Lang,"11,14",Sony,Produkt B,"120,0",Lager F,Lager J
029,Lagerbestand überprüfen,2024-03-05 00:37:25,Max Mustermann,"1,59",Sony,Produkt B,"120,0",Lager B,Lager G
029,Auftragsabwicklung im System starten,2024-03-05 00:50:25,Timo Wagner,"8,45",Sony,Produkt B,"120,0",Lager D,Lager E
029,Artikel zusammenstellen,2024-03-05 00:51:25,Jonas Richter,"5,78",Sony,Produkt B,"120,0",Lager D,Lager I
029,Ware verpacken,2024-03-05 01:02:25,Sophia Lang,"4,72",Sony,Produkt B,"120,0",Lager D,Lager F
029,Gewicht prüfen,2024-03-05 01:25:25,Lena Mueller,"2,68",Sony,Produkt B,"120,0",Lager C,Lager B
029,Anzahl der Artikel überprüfen,2024-03-05 02:25:25,Sophia Lang,"2,56",Sony,Produkt B,"120,0",Lager E,Lager G
029,Verpackung prüfen,2024-03-05 02:35:25,Jonas Richter,"5,5",Sony,Produkt B,"120,0",Lager E,Lager C
029,Bezahlaufforderung an Kunde schicken,2024-03-05 02:41:25,Lena Mueller,"6,25",Sony,Produkt B,"120,0",Lager I,Lager D
029,Informationen an Transporteur übermitteln,2024-03-05 02:42:25,Hannah Meyer,"10,0",Sony,Produkt B,"120,0",Lager G,Lager E
029,Paket an Transporteur übergeben,2024-03-05 03:38:25,Jonas Richter,"10,42",Sony,Produkt B,"120,0",Lager D,Lager E
029,Bestellstatus im System ändern,2024-03-05 04:16:25,Luca Huber,"1,99",Sony,Produkt B,"120,0",Lager F,Lager B
030,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Jan Becker,"2,76",Nestlé,Produkt B,"120,0",Lager D,Lager B
030,Kunden-Daten in System übertragen,2024-03-04 19:57:25,David Meyer,"2,01",Nestlé,Produkt B,"120,0",Lager J,Lager G
030,Zahlvorgang abschließen,2024-03-04 20:08:25,Laura Fischer,"5,93",Nestlé,Produkt B,"120,0",Lager B,Lager D
030,Bestellung im System eintragen,2024-03-04 20:12:25,Emilia Wagner,"5,81",Nestlé,Produkt B,"120,0",Lager C,Lager J
030,Lagerbestand überprüfen,2024-03-04 20:21:25,Emma Weber,"1,32",Nestlé,Produkt B,"120,0",Lager G,Lager H
030,Auftragsabwicklung im System starten,2024-03-04 20:46:25,Emilia Wagner,"9,23",Nestlé,Produkt B,"120,0",Lager G,Lager D
030,Artikel zusammenstellen,2024-03-04 21:32:25,Max Mustermann,"2,53",Nestlé,Produkt B,"120,0",Lager G,Lager F
030,Ware verpacken,2024-03-04 22:13:25,Mia Schmitt,"4,63",Nestlé,Produkt B,"120,0",Lager J,Lager C
030,Gewicht prüfen,2024-03-04 22:30:25,Jonas Richter,"1,98",Nestlé,Produkt B,"120,0",Lager D,Lager E
030,Anzahl der Artikel überprüfen,2024-03-04 22:47:25,Laura Fischer,"2,25",Nestlé,Produkt B,"120,0",Lager C,Lager D
030,Verpackung prüfen,2024-03-04 22:57:25,Nico Schmidt,"3,64",Nestlé,Produkt B,"120,0",Lager B,Lager I
030,Bezahlaufforderung an Kunde schicken,2024-03-04 23:12:25,Paul Zimmer,"11,35",Nestlé,Produkt B,"120,0",Lager D,Lager B
030,Informationen an Transporteur übermitteln,2024-03-04 23:49:25,Timo Wagner,"6,86",Nestlé,Produkt B,"120,0",Lager I,Lager D
030,Paket an Transporteur übergeben,2024-03-05 00:10:25,Hannah Meyer,"7,95",Nestlé,Produkt B,"120,0",Lager J,Lager E
030,Bestellstatus im System ändern,2024-03-05 00:54:25,Lisa Mueller,"2,81",Nestlé,Produkt B,"120,0",Lager H,Lager G
031,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Sophia Lang,"1,85",Sony,Produkt R,"130,0",Lager A,Lager A
031,Kunden-Daten in System übertragen,2024-03-04 19:40:25,Laura Fischer,"3,7",Sony,Produkt R,"130,0",Lager G,Lager I
031,Zahlvorgang abschließen,2024-03-04 19:46:25,Jan Becker,"4,93",Sony,Produkt R,"130,0",Lager G,Lager E
031,Bestellung im System eintragen,2024-03-04 20:23:25,Lisa Schulz,"4,65",Sony,Produkt R,"130,0",Lager G,Lager H
031,Lagerbestand überprüfen,2024-03-04 20:45:25,Nico Schmidt,"2,76",Sony,Produkt R,"130,0",Lager B,Lager E
031,Auftragsabwicklung im System starten,2024-03-04 21:39:25,Emma Weber,"9,14",Sony,Produkt R,"130,0",Lager I,Lager G
031,Artikel zusammenstellen,2024-03-04 22:32:25,Lisa Schulz,"5,3",Sony,Produkt R,"130,0",Lager F,Lager J
031,Ware verpacken,2024-03-04 23:01:25,Noah Becker,"6,16",Sony,Produkt R,"130,0",Lager G,Lager B
031,Gewicht prüfen,2024-03-04 23:14:25,Nico Schmidt,"2,45",Sony,Produkt R,"130,0",Lager A,Lager B
031,Anzahl der Artikel überprüfen,2024-03-04 23:22:25,Mia Schmitt,"4,72",Sony,Produkt R,"130,0",Lager B,Lager J
031,Verpackung prüfen,2024-03-05 00:03:25,Leonie Richter,"4,56",Sony,Produkt R,"130,0",Lager J,Lager B
031,Fehler im System eintrgen,2024-03-05 00:10:25,Timo Wagner,"10,85",Sony,Produkt R,"130,0",Lager E,Lager E
031,Bestandsverwaltung informieren,2024-03-05 00:41:25,Sarah Schmidt,"7,58",Sony,Produkt R,"130,0",Lager D,Lager G
031,Lagerbestand überprüfen,2024-03-05 00:49:25,Jonas Richter,"2,6",Sony,Produkt R,"130,0",Lager E,Lager J
031,Auftragsabwicklung im System starten,2024-03-05 01:41:25,Nico Schmidt,"7,37",Sony,Produkt R,"130,0",Lager E,Lager J
031,Artikel zusammenstellen,2024-03-05 02:29:25,Timo Wagner,"5,62",Sony,Produkt R,"130,0",Lager E,Lager D
031,Ware verpacken,2024-03-05 03:05:25,Jan Becker,"7,92",Sony,Produkt R,"130,0",Lager C,Lager D
031,Gewicht prüfen,2024-03-05 03:23:25,Noah Becker,"1,93",Sony,Produkt R,"130,0",Lager I,Lager J
031,Anzahl der Artikel überprüfen,2024-03-05 04:16:25,Lena Mueller,"4,92",Sony,Produkt R,"130,0",Lager B,Lager F
031,Verpackung prüfen,2024-03-05 04:39:25,Leonie Richter,"5,94",Sony,Produkt R,"130,0",Lager F,Lager I
031,Paket zur Warenausgabe bringen,2024-03-05 04:56:25,Sarah Schmidt,"8,21",Sony,Produkt R,"130,0",Lager B,Lager B
031,Zahlungsabwicklung durchführen,2024-03-05 05:34:25,Sophia Lang,"10,12",Sony,Produkt R,"130,0",Lager C,Lager D
031,Paket an Kunde übergeben,2024-03-05 05:35:25,Mia Schmitt,"9,17",Sony,Produkt R,"130,0",Lager D,Lager A
031,Bestellstatus im System ändern,2024-03-05 06:15:25,Jan Becker,"1,22",Sony,Produkt R,"130,0",Lager G,Lager D
032,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Hannah Meyer,"2,51",Siemens,Produkt S,"90,0",Lager J,Lager E
032,Kunden-Daten in System übertragen,2024-03-04 20:26:25,David Meyer,"3,74",Siemens,Produkt S,"90,0",Lager F,Lager F
032,Zahlvorgang abschließen,2024-03-04 20:45:25,Lisa Mueller,"3,05",Siemens,Produkt S,"90,0",Lager F,Lager C
032,Bestellung im System eintragen,2024-03-04 21:36:25,Jan Becker,"8,81",Siemens,Produkt S,"90,0",Lager J,Lager H
032,Lagerbestand überprüfen,2024-03-04 21:37:25,Paul Zimmer,"2,71",Siemens,Produkt S,"90,0",Lager D,Lager I
032,Auftragsabwicklung im System starten,2024-03-04 21:53:25,Jonas Richter,"6,65",Siemens,Produkt S,"90,0",Lager G,Lager H
032,Artikel zusammenstellen,2024-03-04 22:44:25,Leonie Richter,"4,18",Siemens,Produkt S,"90,0",Lager A,Lager A
032,Ware verpacken,2024-03-04 22:45:25,Luca Huber,"7,92",Siemens,Produkt S,"90,0",Lager H,Lager J
032,Gewicht prüfen,2024-03-04 23:33:25,David Meyer,"2,33",Siemens,Produkt S,"90,0",Lager E,Lager I
032,Anzahl der Artikel überprüfen,2024-03-04 23:59:25,Jan Becker,"3,46",Siemens,Produkt S,"90,0",Lager B,Lager A
032,Verpackung prüfen,2024-03-05 00:47:25,Leonie Richter,"4,18",Siemens,Produkt S,"90,0",Lager E,Lager I
032,Paket zur Warenausgabe bringen,2024-03-05 01:36:25,Nico Schmidt,"8,13",Siemens,Produkt S,"90,0",Lager D,Lager C
032,Zahlungsabwicklung durchführen,2024-03-05 02:33:25,Lisa Schulz,"7,47",Siemens,Produkt S,"90,0",Lager E,Lager J
032,Paket an Kunde übergeben,2024-03-05 03:22:25,Laura Fischer,"5,4",Siemens,Produkt S,"90,0",Lager A,Lager F
032,Bestellstatus im System ändern,2024-03-05 04:06:25,Jonas Richter,"1,99",Siemens,Produkt S,"90,0",Lager H,Lager J
033,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Emma Weber,"2,84",Honda Motor,Produkt S,"90,0",Lager E,Lager B
033,Kunden-Daten in System übertragen,2024-03-04 20:18:25,Sophia Lang,"4,26",Honda Motor,Produkt S,"90,0",Lager F,Lager C
033,Rechnungsadesse aufnehmen,2024-03-04 20:31:25,Emilia Wagner,"6,52",Honda Motor,Produkt S,"90,0",Lager H,Lager H
033,Rechnungsadesse im System eintragen,2024-03-04 20:43:25,Timo Wagner,"7,6",Honda Motor,Produkt S,"90,0",Lager F,Lager B
033,Bestellung im System eintragen,2024-03-04 21:13:25,Luca Huber,"5,52",Honda Motor,Produkt S,"90,0",Lager C,Lager A
033,Lagerbestand überprüfen,2024-03-04 22:11:25,Lisa Schulz,"1,95",Honda Motor,Produkt S,"90,0",Lager G,Lager C
033,Auftragsabwicklung im System starten,2024-03-04 22:45:25,Sophia Lang,"9,68",Honda Motor,Produkt S,"90,0",Lager C,Lager D
033,Artikel zusammenstellen,2024-03-04 23:16:25,Nico Schmidt,"4,07",Honda Motor,Produkt S,"90,0",Lager F,Lager J
033,Ware verpacken,2024-03-05 00:06:25,Paul Zimmer,"5,04",Honda Motor,Produkt S,"90,0",Lager H,Lager J
033,Gewicht prüfen,2024-03-05 00:48:25,Laura Fischer,"1,04",Honda Motor,Produkt S,"90,0",Lager E,Lager E
033,Anzahl der Artikel überprüfen,2024-03-05 01:41:25,Laura Fischer,"2,01",Honda Motor,Produkt S,"90,0",Lager F,Lager C
033,Verpackung prüfen,2024-03-05 02:24:25,Emilia Wagner,"6,56",Honda Motor,Produkt S,"90,0",Lager B,Lager B
033,Fehler im System eintrgen,2024-03-05 02:31:25,Nico Schmidt,"9,59",Honda Motor,Produkt S,"90,0",Lager G,Lager I
033,Bestandsverwaltung informieren,2024-03-05 02:55:25,Lena Mueller,"7,77",Honda Motor,Produkt S,"90,0",Lager D,Lager J
033,Lagerbestand überprüfen,2024-03-05 03:11:25,Leonie Richter,"1,93",Honda Motor,Produkt S,"90,0",Lager C,Lager B
033,Auftragsabwicklung im System starten,2024-03-05 04:11:25,Leonie Richter,"6,88",Honda Motor,Produkt S,"90,0",Lager H,Lager E
033,Artikel zusammenstellen,2024-03-05 04:39:25,Mia Schmitt,"2,06",Honda Motor,Produkt S,"90,0",Lager I,Lager J
033,Ware verpacken,2024-03-05 04:54:25,Emilia Wagner,"5,05",Honda Motor,Produkt S,"90,0",Lager G,Lager E
033,Gewicht prüfen,2024-03-05 05:27:25,Laura Fischer,"2,84",Honda Motor,Produkt S,"90,0",Lager C,Lager C
033,Anzahl der Artikel überprüfen,2024-03-05 05:56:25,Luca Huber,"2,2",Honda Motor,Produkt S,"90,0",Lager C,Lager E
033,Verpackung prüfen,2024-03-05 06:35:25,Sophia Lang,"4,88",Honda Motor,Produkt S,"90,0",Lager F,Lager J
033,Bezahlaufforderung an Kunde schicken,2024-03-05 06:58:25,Max Mustermann,"11,14",Honda Motor,Produkt S,"90,0",Lager F,Lager G
033,Informationen an Transporteur übermitteln,2024-03-05 07:51:25,Lisa Schulz,"9,0",Honda Motor,Produkt S,"90,0",Lager D,Lager A
033,Paket an Transporteur übergeben,2024-03-05 08:45:25,Noah Becker,"7,1",Honda Motor,Produkt S,"90,0",Lager C,Lager H
033,Bestellstatus im System ändern,2024-03-05 09:22:25,Paul Zimmer,"1,88",Honda Motor,Produkt S,"90,0",Lager J,Lager G
034,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Laura Fischer,"1,14",BASF,Produkt H,"130,0",Lager C,Lager H
034,Kunden-Daten in System übertragen,2024-03-04 20:34:25,Nico Schmidt,"4,65",BASF,Produkt H,"130,0",Lager E,Lager A
034,Zahlvorgang abschließen,2024-03-04 20:48:25,Paul Zimmer,"3,04",BASF,Produkt H,"130,0",Lager J,Lager A
034,Bestellung im System eintragen,2024-03-04 21:23:25,Sophia Lang,"8,49",BASF,Produkt H,"130,0",Lager G,Lager H
034,Lagerbestand überprüfen,2024-03-04 22:11:25,Mia Schmitt,"2,72",BASF,Produkt H,"130,0",Lager J,Lager B
034,Auftragsabwicklung im System starten,2024-03-04 22:28:25,Laura Fischer,"6,38",BASF,Produkt H,"130,0",Lager B,Lager A
034,Artikel zusammenstellen,2024-03-04 23:08:25,Leonie Richter,"5,77",BASF,Produkt H,"130,0",Lager D,Lager G
034,Ware verpacken,2024-03-04 23:24:25,Paul Zimmer,"7,58",BASF,Produkt H,"130,0",Lager E,Lager F
034,Gewicht prüfen,2024-03-05 00:13:25,Paul Zimmer,"1,33",BASF,Produkt H,"130,0",Lager I,Lager F
034,Anzahl der Artikel überprüfen,2024-03-05 01:11:25,Max Mustermann,"2,68",BASF,Produkt H,"130,0",Lager D,Lager H
034,Verpackung prüfen,2024-03-05 01:42:25,David Meyer,"6,02",BASF,Produkt H,"130,0",Lager I,Lager I
034,Bezahlaufforderung an Kunde schicken,2024-03-05 01:56:25,Lena Mueller,"8,08",BASF,Produkt H,"130,0",Lager J,Lager A
034,Informationen an Transporteur übermitteln,2024-03-05 02:37:25,Leonie Richter,"6,69",BASF,Produkt H,"130,0",Lager F,Lager G
034,Paket an Transporteur übergeben,2024-03-05 02:50:25,Jonas Richter,"11,33",BASF,Produkt H,"130,0",Lager A,Lager A
034,Bestellstatus im System ändern,2024-03-05 03:21:25,Hannah Meyer,"1,48",BASF,Produkt H,"130,0",Lager F,Lager G
035,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Lisa Schulz,"2,07",Volkswagen,Produkt B,"120,0",Lager I,Lager H
035,Kunden-Daten in System übertragen,2024-03-04 20:05:25,Sarah Schmidt,"3,32",Volkswagen,Produkt B,"120,0",Lager I,Lager D
035,Zahlvorgang abschließen,2024-03-04 20:10:25,Luca Huber,"6,2",Volkswagen,Produkt B,"120,0",Lager I,Lager H
035,Bestellung im System eintragen,2024-03-04 20:11:25,Hannah Meyer,"4,72",Volkswagen,Produkt B,"120,0",Lager E,Lager D
035,Lagerbestand überprüfen,2024-03-04 21:06:25,Luca Huber,"2,12",Volkswagen,Produkt B,"120,0",Lager D,Lager J
035,Artikel bestellen,2024-03-04 21:33:25,Emma Weber,"8,32",Volkswagen,Produkt B,"120,0",Lager D,Lager E
035,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-04 22:28:25,Lena Mueller,"6,56",Volkswagen,Produkt B,"120,0",Lager C,Lager J
035,Auftragsabwicklung im System starten,2024-03-04 22:33:25,Emilia Wagner,"9,46",Volkswagen,Produkt B,"120,0",Lager C,Lager J
035,Artikel zusammenstellen,2024-03-04 22:50:25,Emilia Wagner,"5,54",Volkswagen,Produkt B,"120,0",Lager J,Lager A
035,Versicherungs-Bescheinigung dazulegen,2024-03-04 23:25:25,Lena Mueller,"7,26",Volkswagen,Produkt B,"120,0",Lager F,Lager H
035,Ware verpacken,2024-03-04 23:53:25,Emilia Wagner,"3,17",Volkswagen,Produkt B,"120,0",Lager J,Lager J
035,Gewicht prüfen,2024-03-05 00:46:25,Nico Schmidt,"1,27",Volkswagen,Produkt B,"120,0",Lager F,Lager G
035,Anzahl der Artikel überprüfen,2024-03-05 01:21:25,David Meyer,"2,7",Volkswagen,Produkt B,"120,0",Lager D,Lager D
035,Verpackung prüfen,2024-03-05 01:31:25,Noah Becker,"6,22",Volkswagen,Produkt B,"120,0",Lager D,Lager A
035,Informationen an Transporteur übermitteln,2024-03-05 01:49:25,Luca Huber,"8,64",Volkswagen,Produkt B,"120,0",Lager A,Lager C
035,Paket an Transporteur übergeben,2024-03-05 02:34:25,Jan Becker,"9,94",Volkswagen,Produkt B,"120,0",Lager F,Lager B
035,Bestellstatus im System ändern,2024-03-05 03:05:25,Emma Weber,"1,86",Volkswagen,Produkt B,"120,0",Lager I,Lager H
036,Vollständigkeit der Daten prüfen,2024-03-04 19:37:25,David Meyer,"7,51",Volkswagen,Produkt D,"70,0",Lager C,Lager J
036,Bestellung im System eintragen,2024-03-04 20:00:25,Emma Weber,"7,91",Volkswagen,Produkt D,"70,0",Lager E,Lager I
036,Lagerbestand überprüfen,2024-03-04 20:11:25,Leonie Richter,"2,77",Volkswagen,Produkt D,"70,0",Lager F,Lager G
036,Artikel bestellen,2024-03-04 20:52:25,Mia Schmitt,"9,15",Volkswagen,Produkt D,"70,0",Lager D,Lager F
036,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-04 21:22:25,Jan Becker,"8,66",Volkswagen,Produkt D,"70,0",Lager G,Lager F
036,Auftragsabwicklung im System starten,2024-03-04 22:01:25,Max Mustermann,"9,91",Volkswagen,Produkt D,"70,0",Lager D,Lager G
036,Artikel zusammenstellen,2024-03-04 22:02:25,David Meyer,"4,4",Volkswagen,Produkt D,"70,0",Lager H,Lager D
036,Ware verpacken,2024-03-04 22:39:25,Noah Becker,"4,25",Volkswagen,Produkt D,"70,0",Lager A,Lager B
036,Gewicht prüfen,2024-03-04 23:06:25,Mia Schmitt,"2,69",Volkswagen,Produkt D,"70,0",Lager I,Lager D
036,Anzahl der Artikel überprüfen,2024-03-04 23:19:25,Timo Wagner,"2,41",Volkswagen,Produkt D,"70,0",Lager I,Lager C
036,Verpackung prüfen,2024-03-04 23:51:25,Lisa Mueller,"4,7",Volkswagen,Produkt D,"70,0",Lager A,Lager H
036,Paket zur Warenausgabe bringen,2024-03-05 00:50:25,Leonie Richter,"6,84",Volkswagen,Produkt D,"70,0",Lager B,Lager I
036,Paket an Kunde übergeben,2024-03-05 01:06:25,Lisa Schulz,"9,3",Volkswagen,Produkt D,"70,0",Lager E,Lager A
036,Bestellstatus im System ändern,2024-03-05 01:20:25,Jonas Richter,"1,05",Volkswagen,Produkt D,"70,0",Lager D,Lager D
