Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Abnahmeort,Abgabeort
026,Zahlvorgang abschließen,2024-02-26 21:06:21,Jonas Richter,"6,93",General Motors,Produkt I,"90,0",Lager E,Lager I
026,Bestellung im System eintragen,2024-02-26 21:17:21,Luca Huber,"6,1",General Motors,Produkt I,"90,0",Lager G,Lager G
026,Lagerbestand überprüfen,2024-02-26 22:07:21,David Meyer,"1,39",General Motors,Produkt I,"90,0",Lager I,Lager F
026,Auftragsabwicklung im System starten,2024-02-26 22:47:21,Paul Zimmer,"8,44",General Motors,Produkt I,"90,0",Lager E,Lager G
026,Artikel zusammenstellen,2024-02-26 23:27:21,Lena Mueller,"2,02",General Motors,Produkt I,"90,0",Lager A,Lager B
026,Ware verpacken,2024-02-27 00:02:21,Nico Schmidt,"6,74",General Motors,Produkt I,"90,0",Lager C,Lager H
026,Gewicht prüfen,2024-02-27 00:31:21,Max Mustermann,"3,0",General Motors,Produkt I,"90,0",Lager A,Lager I
026,Anzahl der Artikel überprüfen,2024-02-27 01:29:21,Hannah Meyer,"2,85",General Motors,Produkt I,"90,0",Lager B,Lager E
026,Verpackung prüfen,2024-02-27 02:00:21,Lisa Mueller,"5,22",General Motors,Produkt I,"90,0",Lager H,Lager H
026,Fehler im System eintrgen,2024-02-27 02:03:21,Sarah Schmidt,"8,76",General Motors,Produkt I,"90,0",Lager D,Lager H
026,Bestandsverwaltung informieren,2024-02-27 02:29:21,Max Mustermann,"7,8",General Motors,Produkt I,"90,0",Lager I,Lager F
026,Lagerbestand überprüfen,2024-02-27 03:02:21,Lena Mueller,"1,79",General Motors,Produkt I,"90,0",Lager J,Lager J
026,Auftragsabwicklung im System starten,2024-02-27 03:51:21,Luca Huber,"5,12",General Motors,Produkt I,"90,0",Lager B,Lager F
026,Artikel zusammenstellen,2024-02-27 04:16:21,Noah Becker,"3,78",General Motors,Produkt I,"90,0",Lager A,Lager J
026,Ware verpacken,2024-02-27 04:26:21,Lena Mueller,"5,91",General Motors,Produkt I,"90,0",Lager D,Lager G
026,Gewicht prüfen,2024-02-27 05:00:21,Max Mustermann,"1,94",General Motors,Produkt I,"90,0",Lager B,Lager J
026,Anzahl der Artikel überprüfen,2024-02-27 05:44:21,Sophia Lang,"2,35",General Motors,Produkt I,"90,0",Lager G,Lager E
026,Verpackung prüfen,2024-02-27 06:11:21,Sarah Schmidt,"4,93",General Motors,Produkt I,"90,0",Lager J,Lager C
026,Bezahlaufforderung an Kunde schicken,2024-02-27 06:32:21,Leonie Richter,"6,82",General Motors,Produkt I,"90,0",Lager B,Lager J
026,Informationen an Transporteur übermitteln,2024-02-27 07:09:21,Sarah Schmidt,"1,27",General Motors,Produkt I,"90,0",Lager G,Lager A
026,Paket an Transporteur übergeben,2024-02-27 08:06:21,Nico Schmidt,"6,84",General Motors,Produkt I,"90,0",Lager I,Lager J
026,Bestellstatus im System ändern,2024-02-27 08:34:21,Noah Becker,"2,3",General Motors,Produkt I,"90,0",Lager F,Lager C
027,Kunden-Daten abfragen (automatische Übertragung ins System),2024-02-26 20:46:21,Jan Becker,"3,76",General Motors,Produkt N,"75,0",Lager A,Lager A
027,Bestellung im System eintragen,2024-02-26 21:01:21,Hannah Meyer,"7,41",General Motors,Produkt N,"75,0",Lager C,Lager J
027,Lagerbestand überprüfen,2024-02-26 21:45:21,Jonas Richter,"2,39",General Motors,Produkt N,"75,0",Lager D,Lager D
027,Auftragsabwicklung im System starten,2024-02-26 22:20:21,Lisa Mueller,"5,38",General Motors,Produkt N,"75,0",Lager J,Lager A
027,Artikel zusammenstellen,2024-02-26 22:42:21,David Meyer,"3,39",General Motors,Produkt N,"75,0",Lager A,Lager C
027,Ware verpacken,2024-02-26 23:36:21,Leonie Richter,"4,19",General Motors,Produkt N,"75,0",Lager C,Lager J
027,Gewicht prüfen,2024-02-27 00:04:21,Emma Weber,"1,05",General Motors,Produkt N,"75,0",Lager C,Lager A
027,Anzahl der Artikel überprüfen,2024-02-27 00:29:21,Jan Becker,"4,2",General Motors,Produkt N,"75,0",Lager G,Lager H
027,Verpackung prüfen,2024-02-27 01:02:21,Mia Schmitt,"4,95",General Motors,Produkt N,"75,0",Lager E,Lager C
027,Paket zur Warenausgabe bringen,2024-02-27 01:05:21,Laura Fischer,"6,92",General Motors,Produkt N,"75,0",Lager J,Lager J
027,Paket an Kunde übergeben,2024-02-27 01:10:21,Luca Huber,"7,12",General Motors,Produkt N,"75,0",Lager C,Lager H
027,Bestellstatus im System ändern,2024-02-27 01:29:21,Luca Huber,"1,59",General Motors,Produkt N,"75,0",Lager D,Lager D
028,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Noah Becker,"2,27",Nestlé,Produkt I,"90,0",Lager G,Lager A
028,Kunden-Daten in System übertragen,2024-02-26 21:18:21,Laura Fischer,"3,27",Nestlé,Produkt I,"90,0",Lager E,Lager C
028,Zahlvorgang abschließen,2024-02-26 21:30:21,Jonas Richter,"6,05",Nestlé,Produkt I,"90,0",Lager B,Lager F
028,Bestellung im System eintragen,2024-02-26 22:12:21,Jonas Richter,"8,14",Nestlé,Produkt I,"90,0",Lager A,Lager D
028,Lagerbestand überprüfen,2024-02-26 22:44:21,Max Mustermann,"2,08",Nestlé,Produkt I,"90,0",Lager B,Lager F
028,Auftragsabwicklung im System starten,2024-02-26 23:00:21,Jan Becker,"8,53",Nestlé,Produkt I,"90,0",Lager D,Lager E
028,Artikel zusammenstellen,2024-02-26 23:02:21,Jan Becker,"5,84",Nestlé,Produkt I,"90,0",Lager G,Lager C
028,Ware verpacken,2024-02-26 23:32:21,Paul Zimmer,"6,98",Nestlé,Produkt I,"90,0",Lager H,Lager D
028,Gewicht prüfen,2024-02-27 00:01:21,Timo Wagner,"1,03",Nestlé,Produkt I,"90,0",Lager J,Lager G
028,Anzahl der Artikel überprüfen,2024-02-27 00:48:21,Max Mustermann,"2,34",Nestlé,Produkt I,"90,0",Lager H,Lager J
028,Verpackung prüfen,2024-02-27 00:50:21,Leonie Richter,"5,73",Nestlé,Produkt I,"90,0",Lager C,Lager J
028,Fehler im System eintrgen,2024-02-27 01:09:21,Emilia Wagner,"10,0",Nestlé,Produkt I,"90,0",Lager H,Lager B
028,Bestandsverwaltung informieren,2024-02-27 01:12:21,Hannah Meyer,"3,87",Nestlé,Produkt I,"90,0",Lager D,Lager J
028,Lagerbestand überprüfen,2024-02-27 01:21:21,Lisa Mueller,"2,31",Nestlé,Produkt I,"90,0",Lager F,Lager H
028,Auftragsabwicklung im System starten,2024-02-27 01:42:21,Mia Schmitt,"8,65",Nestlé,Produkt I,"90,0",Lager D,Lager G
028,Artikel zusammenstellen,2024-02-27 01:45:21,Leonie Richter,"5,08",Nestlé,Produkt I,"90,0",Lager C,Lager H
028,Ware verpacken,2024-02-27 02:05:21,Jan Becker,"6,99",Nestlé,Produkt I,"90,0",Lager E,Lager A
028,Gewicht prüfen,2024-02-27 03:05:21,Max Mustermann,"2,21",Nestlé,Produkt I,"90,0",Lager G,Lager J
028,Anzahl der Artikel überprüfen,2024-02-27 03:22:21,Timo Wagner,"3,11",Nestlé,Produkt I,"90,0",Lager J,Lager I
028,Verpackung prüfen,2024-02-27 04:15:21,Luca Huber,"5,92",Nestlé,Produkt I,"90,0",Lager C,Lager C
028,Paket zur Warenausgabe bringen,2024-02-27 05:08:21,Emilia Wagner,"8,82",Nestlé,Produkt I,"90,0",Lager A,Lager H
028,Zahlungsabwicklung durchführen,2024-02-27 05:39:21,Sophia Lang,"7,19",Nestlé,Produkt I,"90,0",Lager I,Lager J
028,Paket an Kunde übergeben,2024-02-27 06:28:21,Timo Wagner,"8,55",Nestlé,Produkt I,"90,0",Lager J,Lager E
028,Bestellstatus im System ändern,2024-02-27 06:49:21,Hannah Meyer,"1,67",Nestlé,Produkt I,"90,0",Lager C,Lager D
029,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Paul Zimmer,"2,86",Volkswagen,Produkt P,"100,0",Lager G,Lager J
029,Kunden-Daten in System übertragen,2024-02-26 21:03:21,Emma Weber,"4,37",Volkswagen,Produkt P,"100,0",Lager B,Lager D
029,Zahlvorgang abschließen,2024-02-26 21:13:21,Paul Zimmer,"3,04",Volkswagen,Produkt P,"100,0",Lager I,Lager E
029,Bestellung im System eintragen,2024-02-26 21:58:21,Emilia Wagner,"4,67",Volkswagen,Produkt P,"100,0",Lager H,Lager G
029,Lagerbestand überprüfen,2024-02-26 22:08:21,Noah Becker,"1,87",Volkswagen,Produkt P,"100,0",Lager A,Lager I
029,Artikel bestellen,2024-02-26 23:03:21,Sophia Lang,"1,24",Volkswagen,Produkt P,"100,0",Lager I,Lager J
029,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-26 23:09:21,Timo Wagner,"8,66",Volkswagen,Produkt P,"100,0",Lager H,Lager H
029,Auftragsabwicklung im System starten,2024-02-26 23:43:21,Jonas Richter,"8,24",Volkswagen,Produkt P,"100,0",Lager E,Lager D
029,Artikel zusammenstellen,2024-02-27 00:16:21,Laura Fischer,"5,23",Volkswagen,Produkt P,"100,0",Lager I,Lager H
029,Versicherungs-Bescheinigung dazulegen,2024-02-27 01:15:21,Sophia Lang,"8,78",Volkswagen,Produkt P,"100,0",Lager F,Lager H
029,Ware verpacken,2024-02-27 01:38:21,Lena Mueller,"4,12",Volkswagen,Produkt P,"100,0",Lager I,Lager D
029,Gewicht prüfen,2024-02-27 02:14:21,Emilia Wagner,"1,38",Volkswagen,Produkt P,"100,0",Lager J,Lager C
029,Anzahl der Artikel überprüfen,2024-02-27 02:25:21,Lena Mueller,"2,46",Volkswagen,Produkt P,"100,0",Lager E,Lager J
029,Verpackung prüfen,2024-02-27 02:39:21,Lisa Mueller,"6,02",Volkswagen,Produkt P,"100,0",Lager B,Lager C
029,Informationen an Transporteur übermitteln,2024-02-27 03:23:21,Max Mustermann,"8,65",Volkswagen,Produkt P,"100,0",Lager B,Lager J
029,Paket an Transporteur übergeben,2024-02-27 04:09:21,Nico Schmidt,"8,85",Volkswagen,Produkt P,"100,0",Lager H,Lager H
029,Bestellstatus im System ändern,2024-02-27 04:36:21,Lena Mueller,"2,74",Volkswagen,Produkt P,"100,0",Lager J,Lager A
030,Vollständigkeit der Daten prüfen,2024-02-26 20:46:21,Mia Schmitt,"8,03",Intel,Produkt G,"95,0",Lager H,Lager G
030,Bestellung im System eintragen,2024-02-26 21:02:21,Lena Mueller,"5,26",Intel,Produkt G,"95,0",Lager J,Lager B
030,Lagerbestand überprüfen,2024-02-26 21:27:21,Luca Huber,"1,28",Intel,Produkt G,"95,0",Lager H,Lager I
030,Auftragsabwicklung im System starten,2024-02-26 21:59:21,Laura Fischer,"5,7",Intel,Produkt G,"95,0",Lager A,Lager J
030,Artikel zusammenstellen,2024-02-26 22:41:21,Lisa Schulz,"4,61",Intel,Produkt G,"95,0",Lager F,Lager J
030,Ware verpacken,2024-02-26 23:06:21,Sarah Schmidt,"7,34",Intel,Produkt G,"95,0",Lager H,Lager H
030,Gewicht prüfen,2024-02-26 23:18:21,Leonie Richter,"1,72",Intel,Produkt G,"95,0",Lager F,Lager J
030,Anzahl der Artikel überprüfen,2024-02-26 23:39:21,Emilia Wagner,"2,78",Intel,Produkt G,"95,0",Lager C,Lager H
030,Verpackung prüfen,2024-02-26 23:52:21,Nico Schmidt,"5,4",Intel,Produkt G,"95,0",Lager J,Lager E
030,Fehler im System eintrgen,2024-02-27 00:37:21,Mia Schmitt,"2,62",Intel,Produkt G,"95,0",Lager G,Lager G
030,Bestandsverwaltung informieren,2024-02-27 00:38:21,Laura Fischer,"9,19",Intel,Produkt G,"95,0",Lager E,Lager A
030,Lagerbestand überprüfen,2024-02-27 01:19:21,Nico Schmidt,"1,69",Intel,Produkt G,"95,0",Lager J,Lager E
030,Auftragsabwicklung im System starten,2024-02-27 01:43:21,Mia Schmitt,"6,58",Intel,Produkt G,"95,0",Lager E,Lager G
030,Artikel zusammenstellen,2024-02-27 02:02:21,Noah Becker,"4,37",Intel,Produkt G,"95,0",Lager D,Lager F
030,Ware verpacken,2024-02-27 02:10:21,Sophia Lang,"6,77",Intel,Produkt G,"95,0",Lager J,Lager C
030,Gewicht prüfen,2024-02-27 02:17:21,Sarah Schmidt,"2,9",Intel,Produkt G,"95,0",Lager G,Lager C
030,Anzahl der Artikel überprüfen,2024-02-27 02:19:21,Nico Schmidt,"4,65",Intel,Produkt G,"95,0",Lager E,Lager G
030,Verpackung prüfen,2024-02-27 02:36:21,Jonas Richter,"6,49",Intel,Produkt G,"95,0",Lager C,Lager F
030,Paket zur Warenausgabe bringen,2024-02-27 03:01:21,Lisa Mueller,"5,01",Intel,Produkt G,"95,0",Lager G,Lager H
030,Zahlungsabwicklung durchführen,2024-02-27 03:18:21,Laura Fischer,"11,71",Intel,Produkt G,"95,0",Lager B,Lager E
030,Paket an Kunde übergeben,2024-02-27 04:09:21,Leonie Richter,"7,57",Intel,Produkt G,"95,0",Lager A,Lager G
030,Bestellstatus im System ändern,2024-02-27 04:36:21,Laura Fischer,"2,84",Intel,Produkt G,"95,0",Lager E,Lager B
031,Kunden-Daten aufnehmen,2024-02-26 20:46:21,David Meyer,"2,25",PepsiCo,Produkt K,"110,0",Lager C,Lager H
031,Kunden-Daten in System übertragen,2024-02-26 21:40:21,Jonas Richter,"2,16",PepsiCo,Produkt K,"110,0",Lager D,Lager F
031,Zahlvorgang abschließen,2024-02-26 22:05:21,Lisa Mueller,"6,15",PepsiCo,Produkt K,"110,0",Lager G,Lager J
031,Bestellung im System eintragen,2024-02-26 22:13:21,Lena Mueller,"5,25",PepsiCo,Produkt K,"110,0",Lager I,Lager I
031,Lagerbestand überprüfen,2024-02-26 22:47:21,Hannah Meyer,"2,91",PepsiCo,Produkt K,"110,0",Lager I,Lager I
031,Auftragsabwicklung im System starten,2024-02-26 23:12:21,Lisa Mueller,"5,07",PepsiCo,Produkt K,"110,0",Lager I,Lager H
031,Artikel zusammenstellen,2024-02-26 23:22:21,Noah Becker,"2,49",PepsiCo,Produkt K,"110,0",Lager I,Lager B
031,Versicherungs-Bescheinigung dazulegen,2024-02-27 00:18:21,Nico Schmidt,"1,47",PepsiCo,Produkt K,"110,0",Lager B,Lager I
031,Ware verpacken,2024-02-27 00:48:21,Luca Huber,"4,09",PepsiCo,Produkt K,"110,0",Lager J,Lager C
031,Gewicht prüfen,2024-02-27 01:17:21,Sophia Lang,"1,81",PepsiCo,Produkt K,"110,0",Lager J,Lager H
031,Anzahl der Artikel überprüfen,2024-02-27 01:44:21,Noah Becker,"4,89",PepsiCo,Produkt K,"110,0",Lager B,Lager F
031,Verpackung prüfen,2024-02-27 02:06:21,Sophia Lang,"3,17",PepsiCo,Produkt K,"110,0",Lager I,Lager B
031,Informationen an Transporteur übermitteln,2024-02-27 02:44:21,Emilia Wagner,"8,87",PepsiCo,Produkt K,"110,0",Lager E,Lager I
031,Paket an Transporteur übergeben,2024-02-27 02:51:21,Mia Schmitt,"9,36",PepsiCo,Produkt K,"110,0",Lager D,Lager J
031,Bestellstatus im System ändern,2024-02-27 03:32:21,Jan Becker,"1,81",PepsiCo,Produkt K,"110,0",Lager B,Lager A
032,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Sophia Lang,"1,07",Ford Motor,Produkt I,"90,0",Lager A,Lager H
032,Kunden-Daten in System übertragen,2024-02-26 21:29:21,Lena Mueller,"2,61",Ford Motor,Produkt I,"90,0",Lager F,Lager A
032,Zahlvorgang abschließen,2024-02-26 22:02:21,Leonie Richter,"3,09",Ford Motor,Produkt I,"90,0",Lager A,Lager I
032,Bestellung im System eintragen,2024-02-26 22:50:21,Leonie Richter,"7,32",Ford Motor,Produkt I,"90,0",Lager B,Lager D
032,Lagerbestand überprüfen,2024-02-26 23:32:21,Hannah Meyer,"2,58",Ford Motor,Produkt I,"90,0",Lager G,Lager D
032,Auftragsabwicklung im System starten,2024-02-26 23:42:21,Emilia Wagner,"6,78",Ford Motor,Produkt I,"90,0",Lager B,Lager H
032,Artikel zusammenstellen,2024-02-26 23:49:21,Jan Becker,"4,91",Ford Motor,Produkt I,"90,0",Lager A,Lager F
032,Versicherungs-Bescheinigung dazulegen,2024-02-27 00:20:21,Max Mustermann,"6,24",Ford Motor,Produkt I,"90,0",Lager A,Lager H
032,Ware verpacken,2024-02-27 00:50:21,Jan Becker,"5,7",Ford Motor,Produkt I,"90,0",Lager J,Lager A
032,Gewicht prüfen,2024-02-27 00:57:21,Emma Weber,"2,56",Ford Motor,Produkt I,"90,0",Lager G,Lager H
032,Anzahl der Artikel überprüfen,2024-02-27 01:36:21,Paul Zimmer,"2,37",Ford Motor,Produkt I,"90,0",Lager C,Lager C
032,Verpackung prüfen,2024-02-27 02:29:21,Leonie Richter,"6,67",Ford Motor,Produkt I,"90,0",Lager E,Lager G
032,Paket zur Warenausgabe bringen,2024-02-27 03:02:21,Jonas Richter,"5,29",Ford Motor,Produkt I,"90,0",Lager H,Lager H
032,Zahlungsabwicklung durchführen,2024-02-27 03:37:21,Lena Mueller,"8,68",Ford Motor,Produkt I,"90,0",Lager B,Lager C
032,Paket an Kunde übergeben,2024-02-27 04:12:21,Nico Schmidt,"5,07",Ford Motor,Produkt I,"90,0",Lager B,Lager J
032,Bestellstatus im System ändern,2024-02-27 04:32:21,Lisa Mueller,"1,64",Ford Motor,Produkt I,"90,0",Lager C,Lager J
033,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Mia Schmitt,"1,49",PepsiCo,Produkt B,"120,0",Lager E,Lager J
033,Kunden-Daten in System übertragen,2024-02-26 20:47:21,Jonas Richter,"3,84",PepsiCo,Produkt B,"120,0",Lager D,Lager C
033,Zahlvorgang abschließen,2024-02-26 21:25:21,Paul Zimmer,"4,28",PepsiCo,Produkt B,"120,0",Lager D,Lager B
033,Bestellung im System eintragen,2024-02-26 22:18:21,Lisa Schulz,"6,62",PepsiCo,Produkt B,"120,0",Lager A,Lager G
033,Lagerbestand überprüfen,2024-02-26 23:15:21,Luca Huber,"1,21",PepsiCo,Produkt B,"120,0",Lager D,Lager F
033,Auftragsabwicklung im System starten,2024-02-27 00:01:21,Luca Huber,"7,33",PepsiCo,Produkt B,"120,0",Lager J,Lager F
033,Artikel zusammenstellen,2024-02-27 00:16:21,Lena Mueller,"3,43",PepsiCo,Produkt B,"120,0",Lager A,Lager E
033,Ware verpacken,2024-02-27 00:51:21,Jonas Richter,"3,13",PepsiCo,Produkt B,"120,0",Lager H,Lager B
033,Gewicht prüfen,2024-02-27 01:47:21,Lena Mueller,"1,1",PepsiCo,Produkt B,"120,0",Lager J,Lager F
033,Anzahl der Artikel überprüfen,2024-02-27 02:27:21,Mia Schmitt,"2,49",PepsiCo,Produkt B,"120,0",Lager J,Lager I
033,Verpackung prüfen,2024-02-27 02:59:21,Sarah Schmidt,"4,05",PepsiCo,Produkt B,"120,0",Lager C,Lager J
033,Fehler im System eintrgen,2024-02-27 03:12:21,Paul Zimmer,"2,99",PepsiCo,Produkt B,"120,0",Lager C,Lager C
033,Bestandsverwaltung informieren,2024-02-27 03:36:21,Jan Becker,"6,95",PepsiCo,Produkt B,"120,0",Lager E,Lager J
033,Lagerbestand überprüfen,2024-02-27 04:07:21,Paul Zimmer,"1,23",PepsiCo,Produkt B,"120,0",Lager B,Lager H
033,Auftragsabwicklung im System starten,2024-02-27 04:14:21,Emma Weber,"9,29",PepsiCo,Produkt B,"120,0",Lager I,Lager H
033,Artikel zusammenstellen,2024-02-27 04:31:21,Lena Mueller,"2,07",PepsiCo,Produkt B,"120,0",Lager E,Lager C
033,Ware verpacken,2024-02-27 05:17:21,Emilia Wagner,"7,88",PepsiCo,Produkt B,"120,0",Lager J,Lager B
033,Gewicht prüfen,2024-02-27 05:36:21,Emilia Wagner,"2,28",PepsiCo,Produkt B,"120,0",Lager G,Lager D
033,Anzahl der Artikel überprüfen,2024-02-27 06:30:21,Hannah Meyer,"3,36",PepsiCo,Produkt B,"120,0",Lager D,Lager I
033,Verpackung prüfen,2024-02-27 07:04:21,Paul Zimmer,"4,99",PepsiCo,Produkt B,"120,0",Lager C,Lager J
033,Paket zur Warenausgabe bringen,2024-02-27 07:51:21,Leonie Richter,"5,83",PepsiCo,Produkt B,"120,0",Lager I,Lager H
033,Zahlungsabwicklung durchführen,2024-02-27 08:10:21,Jonas Richter,"6,81",PepsiCo,Produkt B,"120,0",Lager H,Lager E
033,Paket an Kunde übergeben,2024-02-27 09:05:21,Hannah Meyer,"6,88",PepsiCo,Produkt B,"120,0",Lager D,Lager H
033,Bestellstatus im System ändern,2024-02-27 09:18:21,Noah Becker,"2,56",PepsiCo,Produkt B,"120,0",Lager G,Lager A
034,Kunden-Daten aufnehmen,2024-02-26 20:46:21,David Meyer,"2,62",Ford Motor,Produkt D,"70,0",Lager H,Lager C
034,Kunden-Daten in System übertragen,2024-02-26 21:00:21,Luca Huber,"3,52",Ford Motor,Produkt D,"70,0",Lager G,Lager C
034,Zahlvorgang abschließen,2024-02-26 21:53:21,Luca Huber,"6,78",Ford Motor,Produkt D,"70,0",Lager G,Lager J
034,Bestellung im System eintragen,2024-02-26 22:09:21,Lisa Schulz,"5,44",Ford Motor,Produkt D,"70,0",Lager F,Lager J
034,Lagerbestand überprüfen,2024-02-26 22:29:21,Max Mustermann,"1,25",Ford Motor,Produkt D,"70,0",Lager I,Lager B
034,Artikel bestellen,2024-02-26 22:56:21,Hannah Meyer,"6,96",Ford Motor,Produkt D,"70,0",Lager I,Lager J
034,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-26 23:55:21,Paul Zimmer,"1,55",Ford Motor,Produkt D,"70,0",Lager I,Lager B
034,Auftragsabwicklung im System starten,2024-02-27 00:38:21,Hannah Meyer,"7,12",Ford Motor,Produkt D,"70,0",Lager I,Lager F
034,Artikel zusammenstellen,2024-02-27 00:53:21,Leonie Richter,"3,68",Ford Motor,Produkt D,"70,0",Lager D,Lager B
034,Ware verpacken,2024-02-27 01:53:21,Nico Schmidt,"3,01",Ford Motor,Produkt D,"70,0",Lager E,Lager H
034,Gewicht prüfen,2024-02-27 02:08:21,Timo Wagner,"1,55",Ford Motor,Produkt D,"70,0",Lager D,Lager B
034,Anzahl der Artikel überprüfen,2024-02-27 02:45:21,Laura Fischer,"3,42",Ford Motor,Produkt D,"70,0",Lager D,Lager J
034,Verpackung prüfen,2024-02-27 03:32:21,Laura Fischer,"3,01",Ford Motor,Produkt D,"70,0",Lager I,Lager J
034,Fehler im System eintrgen,2024-02-27 03:57:21,Max Mustermann,"5,68",Ford Motor,Produkt D,"70,0",Lager F,Lager J
034,Bestandsverwaltung informieren,2024-02-27 04:36:21,Sarah Schmidt,"6,37",Ford Motor,Produkt D,"70,0",Lager E,Lager H
034,Lagerbestand überprüfen,2024-02-27 05:07:21,Lisa Schulz,"2,7",Ford Motor,Produkt D,"70,0",Lager C,Lager F
034,Auftragsabwicklung im System starten,2024-02-27 05:19:21,Laura Fischer,"6,46",Ford Motor,Produkt D,"70,0",Lager H,Lager D
034,Artikel zusammenstellen,2024-02-27 06:02:21,Nico Schmidt,"4,18",Ford Motor,Produkt D,"70,0",Lager A,Lager I
034,Ware verpacken,2024-02-27 06:55:21,Hannah Meyer,"3,74",Ford Motor,Produkt D,"70,0",Lager F,Lager I
034,Gewicht prüfen,2024-02-27 07:50:21,Luca Huber,"1,66",Ford Motor,Produkt D,"70,0",Lager D,Lager B
034,Anzahl der Artikel überprüfen,2024-02-27 08:45:21,Timo Wagner,"3,86",Ford Motor,Produkt D,"70,0",Lager I,Lager J
034,Verpackung prüfen,2024-02-27 09:24:21,Nico Schmidt,"6,58",Ford Motor,Produkt D,"70,0",Lager E,Lager J
034,Paket zur Warenausgabe bringen,2024-02-27 10:10:21,Luca Huber,"6,34",Ford Motor,Produkt D,"70,0",Lager F,Lager J
034,Paket an Kunde übergeben,2024-02-27 10:20:21,Mia Schmitt,"6,31",Ford Motor,Produkt D,"70,0",Lager J,Lager J
034,Bestellstatus im System ändern,2024-02-27 10:22:21,Jonas Richter,"2,97",Ford Motor,Produkt D,"70,0",Lager E,Lager I
035,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Laura Fischer,"2,16",Mitsubishi Electric,Produkt D,"70,0",Lager G,Lager G
035,Kunden-Daten in System übertragen,2024-02-26 21:25:21,Timo Wagner,"2,44",Mitsubishi Electric,Produkt D,"70,0",Lager B,Lager F
035,Zahlvorgang abschließen,2024-02-26 22:12:21,Luca Huber,"3,48",Mitsubishi Electric,Produkt D,"70,0",Lager B,Lager A
035,Bestellung im System eintragen,2024-02-26 22:49:21,Noah Becker,"7,47",Mitsubishi Electric,Produkt D,"70,0",Lager B,Lager F
035,Lagerbestand überprüfen,2024-02-26 23:08:21,Hannah Meyer,"1,15",Mitsubishi Electric,Produkt D,"70,0",Lager J,Lager C
035,Auftragsabwicklung im System starten,2024-02-26 23:55:21,Jonas Richter,"9,77",Mitsubishi Electric,Produkt D,"70,0",Lager H,Lager I
035,Artikel zusammenstellen,2024-02-27 00:19:21,Emilia Wagner,"3,32",Mitsubishi Electric,Produkt D,"70,0",Lager D,Lager C
035,Versicherungs-Bescheinigung dazulegen,2024-02-27 00:20:21,Paul Zimmer,"7,02",Mitsubishi Electric,Produkt D,"70,0",Lager D,Lager C
035,Ware verpacken,2024-02-27 00:43:21,Max Mustermann,"3,22",Mitsubishi Electric,Produkt D,"70,0",Lager F,Lager A
035,Gewicht prüfen,2024-02-27 01:01:21,Noah Becker,"2,86",Mitsubishi Electric,Produkt D,"70,0",Lager H,Lager A
035,Anzahl der Artikel überprüfen,2024-02-27 01:10:21,Noah Becker,"3,92",Mitsubishi Electric,Produkt D,"70,0",Lager F,Lager J
035,Verpackung prüfen,2024-02-27 01:31:21,Laura Fischer,"6,59",Mitsubishi Electric,Produkt D,"70,0",Lager C,Lager A
035,Informationen an Transporteur übermitteln,2024-02-27 02:02:21,Timo Wagner,"7,4",Mitsubishi Electric,Produkt D,"70,0",Lager E,Lager G
035,Paket an Transporteur übergeben,2024-02-27 02:09:21,Jonas Richter,"7,63",Mitsubishi Electric,Produkt D,"70,0",Lager G,Lager D
035,Bestellstatus im System ändern,2024-02-27 02:21:21,Paul Zimmer,"1,21",Mitsubishi Electric,Produkt D,"70,0",Lager J,Lager G
036,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Emma Weber,"1,94",BASF,Produkt I,"90,0",Lager B,Lager D
036,Kunden-Daten in System übertragen,2024-02-26 21:02:21,Jan Becker,"3,48",BASF,Produkt I,"90,0",Lager E,Lager H
036,Rechnungsadesse aufnehmen,2024-02-26 21:47:21,Mia Schmitt,"5,85",BASF,Produkt I,"90,0",Lager D,Lager D
036,Rechnungsadesse im System eintragen,2024-02-26 22:01:21,Sophia Lang,"3,82",BASF,Produkt I,"90,0",Lager F,Lager B
036,Bestellung im System eintragen,2024-02-26 22:49:21,Mia Schmitt,"8,06",BASF,Produkt I,"90,0",Lager A,Lager F
036,Lagerbestand überprüfen,2024-02-26 23:00:21,Luca Huber,"2,12",BASF,Produkt I,"90,0",Lager A,Lager I
036,Auftragsabwicklung im System starten,2024-02-26 23:36:21,David Meyer,"6,53",BASF,Produkt I,"90,0",Lager A,Lager H
036,Artikel zusammenstellen,2024-02-27 00:29:21,Sarah Schmidt,"3,01",BASF,Produkt I,"90,0",Lager H,Lager E
036,Ware verpacken,2024-02-27 00:35:21,Lisa Mueller,"3,49",BASF,Produkt I,"90,0",Lager H,Lager E
036,Gewicht prüfen,2024-02-27 01:29:21,Nico Schmidt,"1,67",BASF,Produkt I,"90,0",Lager C,Lager I
