Fallnummer,Aktivität,Zeitstempel,Abteilung,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Abnahmeort,Abgabeort
025,Verpackung prüfen,2024-03-05 02:07:20,Qualitätskontrolle,Mia Schmitt,"3,25",PepsiCo,Produkt K,"110,0",Lager D,Lager C
025,Paket zur Warenausgabe bringen,2024-03-05 02:42:20,Warenausgang,Mia Schmitt,"7,3",PepsiCo,Produkt K,"110,0",Lager I,Lager B
025,Zahlungsabwicklung durchführen,2024-03-05 03:06:20,Warenausgang,Lisa Schulz,"8,38",PepsiCo,Produkt K,"110,0",Lager F,Lager C
025,Paket an Kunde übergeben,2024-03-05 03:19:20,Warenausgang,Timo Wagner,"9,38",PepsiCo,Produkt K,"110,0",Lager I,Lager G
025,Bestellstatus im System ändern,2024-03-05 04:08:20,Warenausgang,Laura Fischer,"2,66",PepsiCo,Produkt K,"110,0",Lager E,Lager D
026,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Jan Becker,"1,6",Daimler AG,Produkt T,"85,0",Lager F,Lager J
026,Kunden-Daten in System übertragen,2024-03-04 21:25:20,Auftragsannahme,Laura Fischer,"2,56",Daimler AG,Produkt T,"85,0",Lager J,Lager F
026,Zahlvorgang abschließen,2024-03-04 21:48:20,Auftragsannahme,Laura Fischer,"6,17",Daimler AG,Produkt T,"85,0",Lager E,Lager D
026,Bestellung im System eintragen,2024-03-04 22:30:20,Auftragsannahme,David Meyer,"8,85",Daimler AG,Produkt T,"85,0",Lager F,Lager I
026,Lagerbestand überprüfen,2024-03-04 22:59:20,Bestandsverwaltung,David Meyer,"1,21",Daimler AG,Produkt T,"85,0",Lager F,Lager A
026,Auftragsabwicklung im System starten,2024-03-04 23:42:20,Bestandsverwaltung,Jan Becker,"5,86",Daimler AG,Produkt T,"85,0",Lager E,Lager H
026,Artikel zusammenstellen,2024-03-05 00:10:20,Lager,Nico Schmidt,"4,89",Daimler AG,Produkt T,"85,0",Lager H,Lager H
026,Ware verpacken,2024-03-05 00:24:20,Lager,Emilia Wagner,"6,17",Daimler AG,Produkt T,"85,0",Lager D,Lager D
026,Gewicht prüfen,2024-03-05 01:19:20,Qualitätskontrolle,Sarah Schmidt,"1,64",Daimler AG,Produkt T,"85,0",Lager B,Lager G
026,Anzahl der Artikel überprüfen,2024-03-05 01:20:20,Qualitätskontrolle,Nico Schmidt,"2,63",Daimler AG,Produkt T,"85,0",Lager E,Lager J
026,Verpackung prüfen,2024-03-05 01:58:20,Qualitätskontrolle,Lisa Schulz,"3,68",Daimler AG,Produkt T,"85,0",Lager J,Lager E
026,Paket zur Warenausgabe bringen,2024-03-05 02:38:20,Warenausgang,Emilia Wagner,"4,67",Daimler AG,Produkt T,"85,0",Lager B,Lager A
026,Zahlungsabwicklung durchführen,2024-03-05 02:55:20,Warenausgang,Nico Schmidt,"10,62",Daimler AG,Produkt T,"85,0",Lager B,Lager H
026,Paket an Kunde übergeben,2024-03-05 03:29:20,Warenausgang,Sarah Schmidt,"7,22",Daimler AG,Produkt T,"85,0",Lager A,Lager E
026,Bestellstatus im System ändern,2024-03-05 03:41:20,Warenausgang,David Meyer,"2,0",Daimler AG,Produkt T,"85,0",Lager B,Lager D
027,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Paul Zimmer,"2,12",Volkswagen,Produkt A,"100,0",Lager D,Lager E
027,Kunden-Daten in System übertragen,2024-03-04 20:34:20,Auftragsannahme,Sarah Schmidt,"3,51",Volkswagen,Produkt A,"100,0",Lager J,Lager B
027,Zahlvorgang abschließen,2024-03-04 20:44:20,Auftragsannahme,Luca Huber,"5,25",Volkswagen,Produkt A,"100,0",Lager J,Lager H
027,Bestellung im System eintragen,2024-03-04 21:35:20,Auftragsannahme,Mia Schmitt,"7,55",Volkswagen,Produkt A,"100,0",Lager G,Lager B
027,Lagerbestand überprüfen,2024-03-04 21:37:20,Bestandsverwaltung,Mia Schmitt,"2,62",Volkswagen,Produkt A,"100,0",Lager C,Lager B
027,Auftragsabwicklung im System starten,2024-03-04 21:41:20,Bestandsverwaltung,Luca Huber,"5,36",Volkswagen,Produkt A,"100,0",Lager B,Lager G
027,Artikel zusammenstellen,2024-03-04 22:38:20,Lager,Emma Weber,"5,6",Volkswagen,Produkt A,"100,0",Lager F,Lager F
027,Ware verpacken,2024-03-04 22:41:20,Lager,Laura Fischer,"3,03",Volkswagen,Produkt A,"100,0",Lager H,Lager E
027,Gewicht prüfen,2024-03-04 22:45:20,Qualitätskontrolle,Laura Fischer,"1,86",Volkswagen,Produkt A,"100,0",Lager E,Lager H
027,Anzahl der Artikel überprüfen,2024-03-04 22:58:20,Qualitätskontrolle,Jonas Richter,"2,59",Volkswagen,Produkt A,"100,0",Lager D,Lager D
027,Verpackung prüfen,2024-03-04 23:52:20,Qualitätskontrolle,Jonas Richter,"6,88",Volkswagen,Produkt A,"100,0",Lager D,Lager I
027,Paket zur Warenausgabe bringen,2024-03-05 00:47:20,Warenausgang,Laura Fischer,"6,44",Volkswagen,Produkt A,"100,0",Lager I,Lager H
027,Paket an Kunde übergeben,2024-03-05 01:15:20,Warenausgang,Emilia Wagner,"5,68",Volkswagen,Produkt A,"100,0",Lager F,Lager H
027,Bestellstatus im System ändern,2024-03-05 01:21:20,Warenausgang,Timo Wagner,"2,64",Volkswagen,Produkt A,"100,0",Lager I,Lager A
028,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Max Mustermann,"2,72",Sony,Produkt I,"90,0",Lager J,Lager J
028,Kunden-Daten in System übertragen,2024-03-04 21:20:20,Auftragsannahme,Luca Huber,"3,61",Sony,Produkt I,"90,0",Lager J,Lager I
028,Zahlvorgang abschließen,2024-03-04 22:16:20,Auftragsannahme,Hannah Meyer,"3,04",Sony,Produkt I,"90,0",Lager F,Lager H
028,Bestellung im System eintragen,2024-03-04 23:13:20,Auftragsannahme,Jonas Richter,"5,66",Sony,Produkt I,"90,0",Lager J,Lager I
028,Lagerbestand überprüfen,2024-03-04 23:45:20,Bestandsverwaltung,Timo Wagner,"2,24",Sony,Produkt I,"90,0",Lager D,Lager E
028,Auftragsabwicklung im System starten,2024-03-05 00:22:20,Bestandsverwaltung,Leonie Richter,"9,62",Sony,Produkt I,"90,0",Lager F,Lager B
028,Artikel zusammenstellen,2024-03-05 00:26:20,Lager,Emilia Wagner,"5,77",Sony,Produkt I,"90,0",Lager I,Lager C
028,Ware verpacken,2024-03-05 01:23:20,Lager,Emilia Wagner,"4,58",Sony,Produkt I,"90,0",Lager E,Lager I
028,Gewicht prüfen,2024-03-05 02:04:20,Qualitätskontrolle,Noah Becker,"1,93",Sony,Produkt I,"90,0",Lager J,Lager D
028,Anzahl der Artikel überprüfen,2024-03-05 03:00:20,Qualitätskontrolle,Noah Becker,"2,24",Sony,Produkt I,"90,0",Lager C,Lager D
028,Verpackung prüfen,2024-03-05 03:58:20,Qualitätskontrolle,Leonie Richter,"3,34",Sony,Produkt I,"90,0",Lager J,Lager J
028,Paket zur Warenausgabe bringen,2024-03-05 04:19:20,Warenausgang,Laura Fischer,"6,03",Sony,Produkt I,"90,0",Lager G,Lager A
028,Zahlungsabwicklung durchführen,2024-03-05 04:23:20,Warenausgang,Noah Becker,"9,31",Sony,Produkt I,"90,0",Lager H,Lager B
028,Paket an Kunde übergeben,2024-03-05 05:00:20,Warenausgang,Max Mustermann,"9,38",Sony,Produkt I,"90,0",Lager D,Lager C
028,Bestellstatus im System ändern,2024-03-05 05:40:20,Warenausgang,Nico Schmidt,"1,78",Sony,Produkt I,"90,0",Lager H,Lager A
029,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Emilia Wagner,"2,45",Samsung Electronics,Produkt A,"100,0",Lager C,Lager J
029,Kunden-Daten in System übertragen,2024-03-04 20:52:20,Auftragsannahme,Lena Mueller,"2,12",Samsung Electronics,Produkt A,"100,0",Lager E,Lager F
029,Zahlvorgang abschließen,2024-03-04 21:41:20,Auftragsannahme,Emilia Wagner,"5,31",Samsung Electronics,Produkt A,"100,0",Lager A,Lager G
029,Bestellung im System eintragen,2024-03-04 22:08:20,Auftragsannahme,Emma Weber,"5,4",Samsung Electronics,Produkt A,"100,0",Lager E,Lager H
029,Lagerbestand überprüfen,2024-03-04 22:42:20,Bestandsverwaltung,Sophia Lang,"1,57",Samsung Electronics,Produkt A,"100,0",Lager G,Lager B
029,Auftragsabwicklung im System starten,2024-03-04 22:44:20,Bestandsverwaltung,Jonas Richter,"8,51",Samsung Electronics,Produkt A,"100,0",Lager I,Lager I
029,Artikel zusammenstellen,2024-03-04 22:51:20,Lager,Hannah Meyer,"5,83",Samsung Electronics,Produkt A,"100,0",Lager D,Lager D
029,Ware verpacken,2024-03-04 23:34:20,Lager,Emma Weber,"3,09",Samsung Electronics,Produkt A,"100,0",Lager B,Lager F
029,Gewicht prüfen,2024-03-04 23:52:20,Qualitätskontrolle,Max Mustermann,"1,94",Samsung Electronics,Produkt A,"100,0",Lager B,Lager C
029,Anzahl der Artikel überprüfen,2024-03-04 23:57:20,Qualitätskontrolle,Sophia Lang,"3,36",Samsung Electronics,Produkt A,"100,0",Lager J,Lager F
029,Verpackung prüfen,2024-03-05 00:21:20,Qualitätskontrolle,Luca Huber,"5,33",Samsung Electronics,Produkt A,"100,0",Lager F,Lager D
029,Informationen an Transporteur übermitteln,2024-03-05 00:22:20,Warenausgang,Leonie Richter,"8,95",Samsung Electronics,Produkt A,"100,0",Lager H,Lager F
029,Paket an Transporteur übergeben,2024-03-05 00:48:20,Warenausgang,Lisa Schulz,"7,11",Samsung Electronics,Produkt A,"100,0",Lager B,Lager I
029,Bestellstatus im System ändern,2024-03-05 01:30:20,Warenausgang,Hannah Meyer,"1,17",Samsung Electronics,Produkt A,"100,0",Lager C,Lager J
030,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Max Mustermann,"1,6",Mitsubishi Electric,Produkt N,"75,0",Lager F,Lager C
030,Kunden-Daten in System übertragen,2024-03-04 20:29:20,Auftragsannahme,Emma Weber,"3,41",Mitsubishi Electric,Produkt N,"75,0",Lager A,Lager E
030,Zahlvorgang abschließen,2024-03-04 21:04:20,Auftragsannahme,Lisa Schulz,"5,57",Mitsubishi Electric,Produkt N,"75,0",Lager E,Lager F
030,Bestellung im System eintragen,2024-03-04 21:58:20,Auftragsannahme,Lisa Mueller,"5,33",Mitsubishi Electric,Produkt N,"75,0",Lager C,Lager H
030,Lagerbestand überprüfen,2024-03-04 22:09:20,Bestandsverwaltung,Laura Fischer,"2,79",Mitsubishi Electric,Produkt N,"75,0",Lager I,Lager F
030,Auftragsabwicklung im System starten,2024-03-04 22:35:20,Bestandsverwaltung,Max Mustermann,"7,22",Mitsubishi Electric,Produkt N,"75,0",Lager J,Lager D
030,Artikel zusammenstellen,2024-03-04 23:20:20,Lager,Sophia Lang,"4,29",Mitsubishi Electric,Produkt N,"75,0",Lager D,Lager H
030,Ware verpacken,2024-03-05 00:19:20,Lager,Leonie Richter,"5,25",Mitsubishi Electric,Produkt N,"75,0",Lager E,Lager A
030,Gewicht prüfen,2024-03-05 00:43:20,Qualitätskontrolle,David Meyer,"2,65",Mitsubishi Electric,Produkt N,"75,0",Lager F,Lager A
030,Anzahl der Artikel überprüfen,2024-03-05 01:32:20,Qualitätskontrolle,Leonie Richter,"4,1",Mitsubishi Electric,Produkt N,"75,0",Lager H,Lager J
030,Verpackung prüfen,2024-03-05 01:40:20,Qualitätskontrolle,David Meyer,"6,23",Mitsubishi Electric,Produkt N,"75,0",Lager F,Lager G
030,Paket zur Warenausgabe bringen,2024-03-05 01:44:20,Warenausgang,Jan Becker,"6,25",Mitsubishi Electric,Produkt N,"75,0",Lager E,Lager J
030,Paket an Kunde übergeben,2024-03-05 02:06:20,Warenausgang,Emilia Wagner,"5,55",Mitsubishi Electric,Produkt N,"75,0",Lager H,Lager G
030,Bestellstatus im System ändern,2024-03-05 03:03:20,Warenausgang,Mia Schmitt,"1,53",Mitsubishi Electric,Produkt N,"75,0",Lager D,Lager E
031,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Emma Weber,"2,5",Honda Motor,Produkt G,"95,0",Lager H,Lager D
031,Kunden-Daten in System übertragen,2024-03-04 20:37:20,Auftragsannahme,Nico Schmidt,"4,41",Honda Motor,Produkt G,"95,0",Lager H,Lager B
031,Zahlvorgang abschließen,2024-03-04 20:42:20,Auftragsannahme,Jan Becker,"4,31",Honda Motor,Produkt G,"95,0",Lager J,Lager E
031,Bestellung im System eintragen,2024-03-04 20:49:20,Auftragsannahme,Laura Fischer,"7,71",Honda Motor,Produkt G,"95,0",Lager J,Lager C
031,Lagerbestand überprüfen,2024-03-04 21:42:20,Bestandsverwaltung,Nico Schmidt,"1,64",Honda Motor,Produkt G,"95,0",Lager B,Lager B
031,Auftragsabwicklung im System starten,2024-03-04 22:15:20,Bestandsverwaltung,Jonas Richter,"7,13",Honda Motor,Produkt G,"95,0",Lager A,Lager G
031,Artikel zusammenstellen,2024-03-04 22:47:20,Lager,Timo Wagner,"3,97",Honda Motor,Produkt G,"95,0",Lager F,Lager F
031,Ware verpacken,2024-03-04 23:23:20,Lager,Timo Wagner,"5,31",Honda Motor,Produkt G,"95,0",Lager G,Lager H
031,Gewicht prüfen,2024-03-05 00:19:20,Qualitätskontrolle,Nico Schmidt,"2,57",Honda Motor,Produkt G,"95,0",Lager B,Lager B
031,Anzahl der Artikel überprüfen,2024-03-05 00:30:20,Qualitätskontrolle,Paul Zimmer,"4,51",Honda Motor,Produkt G,"95,0",Lager E,Lager J
031,Verpackung prüfen,2024-03-05 01:12:20,Qualitätskontrolle,Leonie Richter,"6,29",Honda Motor,Produkt G,"95,0",Lager H,Lager G
031,Informationen an Transporteur übermitteln,2024-03-05 02:00:20,Warenausgang,Jonas Richter,"8,77",Honda Motor,Produkt G,"95,0",Lager D,Lager C
031,Paket an Transporteur übergeben,2024-03-05 02:45:20,Warenausgang,Noah Becker,"8,86",Honda Motor,Produkt G,"95,0",Lager J,Lager J
031,Bestellstatus im System ändern,2024-03-05 03:01:20,Warenausgang,Max Mustermann,"2,79",Honda Motor,Produkt G,"95,0",Lager C,Lager H
032,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Jonas Richter,"2,38",Samsung Electronics,Produkt T,"85,0",Lager H,Lager E
032,Kunden-Daten in System übertragen,2024-03-04 21:24:20,Auftragsannahme,Jan Becker,"2,28",Samsung Electronics,Produkt T,"85,0",Lager F,Lager A
032,Zahlvorgang abschließen,2024-03-04 22:17:20,Auftragsannahme,David Meyer,"4,96",Samsung Electronics,Produkt T,"85,0",Lager I,Lager C
032,Bestellung im System eintragen,2024-03-04 22:50:20,Auftragsannahme,Laura Fischer,"7,67",Samsung Electronics,Produkt T,"85,0",Lager D,Lager D
032,Lagerbestand überprüfen,2024-03-04 23:21:20,Bestandsverwaltung,Paul Zimmer,"1,12",Samsung Electronics,Produkt T,"85,0",Lager D,Lager D
032,Auftragsabwicklung im System starten,2024-03-04 23:42:20,Bestandsverwaltung,Lisa Mueller,"9,87",Samsung Electronics,Produkt T,"85,0",Lager D,Lager B
032,Artikel zusammenstellen,2024-03-05 00:24:20,Lager,Lisa Mueller,"5,25",Samsung Electronics,Produkt T,"85,0",Lager A,Lager C
032,Ware verpacken,2024-03-05 00:54:20,Lager,Luca Huber,"3,82",Samsung Electronics,Produkt T,"85,0",Lager C,Lager C
032,Gewicht prüfen,2024-03-05 01:07:20,Qualitätskontrolle,David Meyer,"2,33",Samsung Electronics,Produkt T,"85,0",Lager C,Lager F
032,Anzahl der Artikel überprüfen,2024-03-05 01:11:20,Qualitätskontrolle,Timo Wagner,"2,66",Samsung Electronics,Produkt T,"85,0",Lager A,Lager A
032,Verpackung prüfen,2024-03-05 01:12:20,Qualitätskontrolle,Emma Weber,"5,48",Samsung Electronics,Produkt T,"85,0",Lager B,Lager D
032,Paket zur Warenausgabe bringen,2024-03-05 01:43:20,Warenausgang,Hannah Meyer,"4,9",Samsung Electronics,Produkt T,"85,0",Lager F,Lager H
032,Zahlungsabwicklung durchführen,2024-03-05 02:01:20,Warenausgang,Luca Huber,"7,15",Samsung Electronics,Produkt T,"85,0",Lager B,Lager F
032,Paket an Kunde übergeben,2024-03-05 02:59:20,Warenausgang,Laura Fischer,"5,22",Samsung Electronics,Produkt T,"85,0",Lager I,Lager A
032,Bestellstatus im System ändern,2024-03-05 03:23:20,Warenausgang,Paul Zimmer,"2,93",Samsung Electronics,Produkt T,"85,0",Lager F,Lager C
033,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Hannah Meyer,"2,49",Toyota,Produkt N,"75,0",Lager E,Lager G
033,Kunden-Daten in System übertragen,2024-03-04 20:29:20,Auftragsannahme,Jonas Richter,"4,7",Toyota,Produkt N,"75,0",Lager G,Lager B
033,Zahlvorgang abschließen,2024-03-04 21:27:20,Auftragsannahme,Jonas Richter,"4,08",Toyota,Produkt N,"75,0",Lager G,Lager G
033,Bestellung im System eintragen,2024-03-04 21:36:20,Auftragsannahme,Mia Schmitt,"8,73",Toyota,Produkt N,"75,0",Lager A,Lager C
033,Lagerbestand überprüfen,2024-03-04 21:44:20,Bestandsverwaltung,Lisa Mueller,"1,87",Toyota,Produkt N,"75,0",Lager I,Lager A
033,Auftragsabwicklung im System starten,2024-03-04 22:28:20,Bestandsverwaltung,Lisa Mueller,"6,42",Toyota,Produkt N,"75,0",Lager B,Lager D
033,Artikel zusammenstellen,2024-03-04 22:31:20,Lager,Timo Wagner,"3,2",Toyota,Produkt N,"75,0",Lager H,Lager J
033,Ware verpacken,2024-03-04 23:07:20,Lager,Jan Becker,"6,6",Toyota,Produkt N,"75,0",Lager A,Lager D
033,Gewicht prüfen,2024-03-04 23:31:20,Qualitätskontrolle,Hannah Meyer,"2,0",Toyota,Produkt N,"75,0",Lager H,Lager H
033,Anzahl der Artikel überprüfen,2024-03-04 23:59:20,Qualitätskontrolle,Noah Becker,"2,71",Toyota,Produkt N,"75,0",Lager D,Lager B
033,Verpackung prüfen,2024-03-05 00:04:20,Qualitätskontrolle,Leonie Richter,"5,57",Toyota,Produkt N,"75,0",Lager B,Lager I
033,Informationen an Transporteur übermitteln,2024-03-05 00:51:20,Warenausgang,Nico Schmidt,"6,95",Toyota,Produkt N,"75,0",Lager D,Lager J
033,Paket an Transporteur übergeben,2024-03-05 01:32:20,Warenausgang,Hannah Meyer,"6,03",Toyota,Produkt N,"75,0",Lager B,Lager F
033,Bestellstatus im System ändern,2024-03-05 02:20:20,Warenausgang,Paul Zimmer,"2,18",Toyota,Produkt N,"75,0",Lager D,Lager B
034,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Sophia Lang,"1,4",Nestlé,Produkt G,"95,0",Lager J,Lager J
034,Kunden-Daten in System übertragen,2024-03-04 21:11:20,Auftragsannahme,Jan Becker,"4,49",Nestlé,Produkt G,"95,0",Lager A,Lager D
034,Zahlvorgang abschließen,2024-03-04 21:16:20,Auftragsannahme,Lena Mueller,"4,15",Nestlé,Produkt G,"95,0",Lager C,Lager A
034,Bestellung im System eintragen,2024-03-04 22:08:20,Auftragsannahme,Laura Fischer,"8,44",Nestlé,Produkt G,"95,0",Lager J,Lager G
034,Lagerbestand überprüfen,2024-03-04 23:03:20,Bestandsverwaltung,David Meyer,"1,95",Nestlé,Produkt G,"95,0",Lager J,Lager J
034,Auftragsabwicklung im System starten,2024-03-04 23:52:20,Bestandsverwaltung,Max Mustermann,"8,27",Nestlé,Produkt G,"95,0",Lager D,Lager J
034,Artikel zusammenstellen,2024-03-04 23:54:20,Lager,Lisa Mueller,"3,52",Nestlé,Produkt G,"95,0",Lager F,Lager F
034,Ware verpacken,2024-03-05 00:16:20,Lager,Noah Becker,"5,5",Nestlé,Produkt G,"95,0",Lager H,Lager C
034,Gewicht prüfen,2024-03-05 00:53:20,Qualitätskontrolle,David Meyer,"1,7",Nestlé,Produkt G,"95,0",Lager A,Lager G
034,Anzahl der Artikel überprüfen,2024-03-05 01:50:20,Qualitätskontrolle,Luca Huber,"4,43",Nestlé,Produkt G,"95,0",Lager A,Lager A
034,Verpackung prüfen,2024-03-05 02:07:20,Qualitätskontrolle,Leonie Richter,"3,44",Nestlé,Produkt G,"95,0",Lager C,Lager F
034,Paket zur Warenausgabe bringen,2024-03-05 03:00:20,Warenausgang,Timo Wagner,"6,22",Nestlé,Produkt G,"95,0",Lager E,Lager J
034,Zahlungsabwicklung durchführen,2024-03-05 03:11:20,Warenausgang,Jan Becker,"7,52",Nestlé,Produkt G,"95,0",Lager B,Lager J
034,Paket an Kunde übergeben,2024-03-05 04:06:20,Warenausgang,Lisa Schulz,"8,99",Nestlé,Produkt G,"95,0",Lager B,Lager C
034,Bestellstatus im System ändern,2024-03-05 04:17:20,Warenausgang,Emilia Wagner,"1,03",Nestlé,Produkt G,"95,0",Lager E,Lager G
035,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Paul Zimmer,"1,66",Hitachi,Produkt K,"110,0",Lager F,Lager B
035,Kunden-Daten in System übertragen,2024-03-04 21:27:20,Auftragsannahme,Emma Weber,"3,47",Hitachi,Produkt K,"110,0",Lager I,Lager D
035,Zahlvorgang abschließen,2024-03-04 22:12:20,Auftragsannahme,Sophia Lang,"5,37",Hitachi,Produkt K,"110,0",Lager H,Lager C
035,Bestellung im System eintragen,2024-03-04 22:33:20,Auftragsannahme,Paul Zimmer,"4,3",Hitachi,Produkt K,"110,0",Lager H,Lager F
035,Lagerbestand überprüfen,2024-03-04 22:41:20,Bestandsverwaltung,Emilia Wagner,"1,86",Hitachi,Produkt K,"110,0",Lager B,Lager I
035,Auftragsabwicklung im System starten,2024-03-04 23:30:20,Bestandsverwaltung,Luca Huber,"6,15",Hitachi,Produkt K,"110,0",Lager E,Lager H
035,Artikel zusammenstellen,2024-03-05 00:30:20,Lager,Lena Mueller,"5,02",Hitachi,Produkt K,"110,0",Lager J,Lager F
035,Ware verpacken,2024-03-05 01:01:20,Lager,David Meyer,"6,87",Hitachi,Produkt K,"110,0",Lager C,Lager A
035,Gewicht prüfen,2024-03-05 01:41:20,Qualitätskontrolle,Leonie Richter,"1,51",Hitachi,Produkt K,"110,0",Lager J,Lager F
035,Anzahl der Artikel überprüfen,2024-03-05 02:21:20,Qualitätskontrolle,Nico Schmidt,"2,89",Hitachi,Produkt K,"110,0",Lager G,Lager G
035,Verpackung prüfen,2024-03-05 03:08:20,Qualitätskontrolle,Lena Mueller,"5,84",Hitachi,Produkt K,"110,0",Lager J,Lager H
035,Paket zur Warenausgabe bringen,2024-03-05 03:57:20,Warenausgang,Sarah Schmidt,"6,31",Hitachi,Produkt K,"110,0",Lager G,Lager G
035,Paket an Kunde übergeben,2024-03-05 04:03:20,Warenausgang,Leonie Richter,"5,34",Hitachi,Produkt K,"110,0",Lager H,Lager G
035,Bestellstatus im System ändern,2024-03-05 04:18:20,Warenausgang,Max Mustermann,"1,7",Hitachi,Produkt K,"110,0",Lager A,Lager D
036,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Noah Becker,"1,86",BASF,Produkt L,"140,0",Lager B,Lager E
036,Kunden-Daten in System übertragen,2024-03-04 21:05:20,Auftragsannahme,Hannah Meyer,"2,1",BASF,Produkt L,"140,0",Lager F,Lager D
036,Zahlvorgang abschließen,2024-03-04 21:50:20,Auftragsannahme,Max Mustermann,"5,26",BASF,Produkt L,"140,0",Lager H,Lager A
036,Bestellung im System eintragen,2024-03-04 22:12:20,Auftragsannahme,Lisa Mueller,"6,52",BASF,Produkt L,"140,0",Lager G,Lager A
036,Lagerbestand überprüfen,2024-03-04 22:43:20,Bestandsverwaltung,Sarah Schmidt,"2,75",BASF,Produkt L,"140,0",Lager A,Lager D
036,Auftragsabwicklung im System starten,2024-03-04 23:32:20,Bestandsverwaltung,David Meyer,"5,87",BASF,Produkt L,"140,0",Lager A,Lager I
036,Artikel zusammenstellen,2024-03-05 00:23:20,Lager,Emilia Wagner,"4,38",BASF,Produkt L,"140,0",Lager F,Lager E
036,Ware verpacken,2024-03-05 01:03:20,Lager,Leonie Richter,"5,58",BASF,Produkt L,"140,0",Lager D,Lager F
036,Gewicht prüfen,2024-03-05 01:10:20,Qualitätskontrolle,Leonie Richter,"2,63",BASF,Produkt L,"140,0",Lager J,Lager G
036,Anzahl der Artikel überprüfen,2024-03-05 01:17:20,Qualitätskontrolle,Emma Weber,"3,82",BASF,Produkt L,"140,0",Lager G,Lager J
036,Verpackung prüfen,2024-03-05 01:48:20,Qualitätskontrolle,Lisa Mueller,"4,48",BASF,Produkt L,"140,0",Lager J,Lager B
036,Paket zur Warenausgabe bringen,2024-03-05 02:26:20,Warenausgang,Sarah Schmidt,"4,29",BASF,Produkt L,"140,0",Lager I,Lager H
036,Zahlungsabwicklung durchführen,2024-03-05 02:34:20,Warenausgang,Jonas Richter,"10,37",BASF,Produkt L,"140,0",Lager F,Lager I
036,Paket an Kunde übergeben,2024-03-05 03:12:20,Warenausgang,Emma Weber,"8,3",BASF,Produkt L,"140,0",Lager C,Lager H
036,Bestellstatus im System ändern,2024-03-05 03:30:20,Warenausgang,Lena Mueller,"2,87",BASF,Produkt L,"140,0",Lager J,Lager E
037,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Paul Zimmer,"1,9",Airbus,Produkt Q,"110,0",Lager F,Lager C
037,Kunden-Daten in System übertragen,2024-03-04 20:44:20,Auftragsannahme,Jan Becker,"2,77",Airbus,Produkt Q,"110,0",Lager D,Lager H
037,Zahlvorgang abschließen,2024-03-04 21:05:20,Auftragsannahme,Noah Becker,"3,25",Airbus,Produkt Q,"110,0",Lager A,Lager I
037,Bestellung im System eintragen,2024-03-04 22:01:20,Auftragsannahme,Max Mustermann,"5,14",Airbus,Produkt Q,"110,0",Lager J,Lager D
037,Lagerbestand überprüfen,2024-03-04 22:39:20,Bestandsverwaltung,Timo Wagner,"1,79",Airbus,Produkt Q,"110,0",Lager C,Lager I
037,Auftragsabwicklung im System starten,2024-03-04 22:59:20,Bestandsverwaltung,Lisa Schulz,"9,58",Airbus,Produkt Q,"110,0",Lager B,Lager B
037,Artikel zusammenstellen,2024-03-04 23:55:20,Lager,Sarah Schmidt,"2,14",Airbus,Produkt Q,"110,0",Lager H,Lager I
037,Ware verpacken,2024-03-04 23:59:20,Lager,Mia Schmitt,"5,14",Airbus,Produkt Q,"110,0",Lager J,Lager C
037,Gewicht prüfen,2024-03-05 00:50:20,Qualitätskontrolle,Sarah Schmidt,"1,63",Airbus,Produkt Q,"110,0",Lager I,Lager D
037,Anzahl der Artikel überprüfen,2024-03-05 01:30:20,Qualitätskontrolle,Jan Becker,"4,89",Airbus,Produkt Q,"110,0",Lager H,Lager A
037,Verpackung prüfen,2024-03-05 01:34:20,Qualitätskontrolle,David Meyer,"6,11",Airbus,Produkt Q,"110,0",Lager A,Lager B
037,Informationen an Transporteur übermitteln,2024-03-05 01:58:20,Warenausgang,Sophia Lang,"8,41",Airbus,Produkt Q,"110,0",Lager F,Lager E
037,Paket an Transporteur übergeben,2024-03-05 02:03:20,Warenausgang,Lena Mueller,"8,69",Airbus,Produkt Q,"110,0",Lager F,Lager E
037,Bestellstatus im System ändern,2024-03-05 02:29:20,Warenausgang,Jonas Richter,"2,63",Airbus,Produkt Q,"110,0",Lager H,Lager D
038,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Luca Huber,"2,7",Hitachi,Produkt Q,"110,0",Lager J,Lager B
